,author,statement,source,date,target
4824,Tom Kertscher,"The GOP’s health bill will protect people with pre-existing conditions ""every bit as well as Obamacare did.""",Ron Johnson,"September 22, 2017",false
4825,John Kruzel,"""Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.""",Luther Strange,"September 22, 2017",false
4826,Joshua Gillin,"""Thomas Jefferson said, ‘Government that governs least governs best.’ """,Mike Pence,"September 21, 2017",false
4827,Joshua Gillin,"Says ""Carnival Cruise Lines will now offer free cruises"" to hurricane victims.",BreakingNews247.net,"September 21, 2017",pants-fire
4828,Paul Specht,"North Carolina is home to ""two rivers of the top five most polluted rivers"" in the U.S.",Billy Richardson,"September 20, 2017",false
4829,Miriam Valverde,"""House Dems introduce bill to remove citizenship requirement from presidency.""",Bloggers,"September 20, 2017",pants-fire
4830,Tom Kertscher,"Vermont had to ""scrap"" its single-payer health insurance program because it was ""going bankrupt.""",Sean Duffy,"September 20, 2017",false
4831,Joshua Gillin,"""Susan Rice arrested for criminal ‘unmasking’ of Trump officials.""",TheLastLineOfDefense.org,"September 19, 2017",pants-fire
4832,Susan Areson,"""U.S. comedian Kevin Hart in critical condition after gory car crash.""",NYDailyNews-TV.com,"September 19, 2017",pants-fire
4833,Joshua Gillin,"Says PolitiFact reported that ""95 percent of what (Donald Trump) says is a lie.""",Joy Behar,"September 18, 2017",false
4834,Chris Nichols,"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville",Dana Rohrabacher,"September 15, 2017",pants-fire
4835,Louis Jacobson,"""Mass voter fraud just discovered, to the amount that could void Hillary’s victory In New Hampshire.""",Young Conservatives,"September 15, 2017",false
4836,Manuela Tobias,"""Facts have come to light that indicate that a pivotal, close election was likely changed through voter fraud on November 8, 2016: New Hampshire’s U.S. Senate Seat, and perhaps also New Hampshire’s four Electoral College votes in the presidential election.""",Kris Kobach,"September 15, 2017",false
4837,W. Gardner,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",Ken Paxton,"• September 15,",pants-fire
4838,Miriam Valverde,"""So the number on DACA is 800,000, but every one person can bring in their entire extended family once they reach a certain status. So it's 3 or 4 million, right?""",Dave Brat,"September 15, 2017",false
4839,Aaron Sharockman,"""Florida Governor Rick Scott now listed as ‘critical’ after bizarre hurricane cleanup accident.""",TheLastLineOfDefense.org,"September 11, 2017",pants-fire
4840,Greg Auman,"""Georgia mosque keeps Hurricane Harvey donations, will send to Syrian refugees instead""",Bloggers,"September 11, 2017",pants-fire
4841,John Kruzel,"""Mar-A-Lago (was) destroyed by (Hurricane) Irma (and) Jared Kushner (is) still missing.""",Bloggers,"September 11, 2017",pants-fire
4842,Jon Greenberg,"""The Affordable Care Act is the single largest tax increase in my lifetime.""",Karen Handel,"September 11, 2017",false
4843,Dan Clark,"Sen. Kirsten Gillibrand ""no longer supports the fight to combat the international delegitimization of Israel.""",American Israel Public Affairs Committee,"September 8, 2017",false
4844,Jon Greenberg,"""30,000 scientists have come forward confirming that man-made climate change is a hoax perpetuated by the elite in order to make money.""",Bloggers,"September 8, 2017",pants-fire
4845,Louis Jacobson,"""ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’""",Babylon Bee,"September 8, 2017",pants-fire
4846,Manuela Tobias,"""Computer models show Irma destroying New York City on Sept. 10.""",Bloggers,"September 7, 2017",pants-fire
4847,Miriam Valverde,"The Clinton Foundation is sending water to Houston ""for $7 a bottle.""",OurLandOfTheFree.com,"September 6, 2017",pants-fire
4848,Louis Jacobson,"""Hurricane Irma could be a Category 6 by the time it hits East Coast.""",Bloggers,"September 6, 2017",pants-fire
4849,John Kruzel,Says Lady Gaga was arrested after a confrontation with First Lady Melania Trump.,Bloggers,"September 6, 2017",pants-fire
4850,Matt Dietrich,"""My grandparents were proud immigrants to the United States of America, here to Illinois in the late 1800s. My grandparents did not speak English when they were young.""",Bruce Rauner,"September 5, 2017",pants-fire
4851,Manuela Tobias,"Hurricane Irma is ""predicted to come through Mexico, hit us and everything in between up to Houston.""",Bloggers,"September 1, 2017",pants-fire
4852,Joshua Gillin,"""Navy destroyer strikes a building in downtown Houston.""",Bloggers,"September 1, 2017",pants-fire
4853,Manuela Tobias,"Says Manny Pacquiao, Usain Bolt and Princes William and Harry have donated tens of millions of dollars to Hurricane Harvey victims.",Bloggers,"September 1, 2017",pants-fire
4854,Mark Dent,"""It is shocking to me that Police Commissioner Richard Ross and Mayor Jim Kenney allowed this illegal occupation to go on for hours without taking any action to enforce the law…""",Martina White,"September 1, 2017",false
4855,Joshua Gillin,"Says video shows Mike Pence quoting the Bible as justification for ""Congress not to fund Katrina relief effort.""",Bloggers,"August 31, 2017",pants-fire
4856,Miriam Valverde,"""We stopped traffic coming through -- 78 percent.""",Donald Trump,"August 31, 2017",false
4857,Joshua Gillin,"""Floyd Mayweather Jr. donates a whopping sum of money to Houston after hurricane.""",HoustonChronicle-tv.com,"August 30, 2017",pants-fire
4858,Joshua Gillin,Photo shows severe flooding at a Houston airport.,Bloggers,"August 29, 2017",pants-fire
4859,Joshua Gillin,"Says Adam Sandler said ""Mormons are some of the most decent people I’ve ever come across.""",Bloggers,"August 29, 2017",false
4860,Jon Greenberg,"Says his conviction is ""a political witch hunt by holdovers in the Obama justice department.""",Joe Arpaio,"August 29, 2017",false
4861,Joshua Gillin,Photo shows a shark swimming on a freeway in Houston.,Bloggers,"August 28, 2017",pants-fire
4862,Joshua Gillin,"""President (Donald) Trump pardons Kim Davis.""",OurLandOfTheFree.com,"August 28, 2017",pants-fire
4863,Manuela Tobias,"""Obama is in Texas serving meals!""",Bloggers,"August 28, 2017",pants-fire
4864,Matt Dietrich,"Public schools, colleges and state-funded day care centers ""will be made into sanctuaries by Bruce Rauner signing SB 31.""",Illinois Family Institute,"August 28, 2017",false
4865,Allison Graves,Says Rick Kriseman is $35 million over budget on St. Petersburg’s new police station.,Rick Baker,"August 25, 2017",false
4866,Jon Greenberg,"""We’ve got dozens of counties around America that have zero insurers left.""",Paul Ryan,"August 24, 2017",pants-fire
4867,Louis Jacobson,"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",Viral image,"August 24, 2017",false
4868,Louis Jacobson,"""We have become an energy exporter for the first time ever just recently.""",Donald Trump,"August 23, 2017",false
4869,Miriam Valverde,"""There aren't too many people outside protesting"" his speech at the Phoenix Convention Center.",Donald Trump,"August 23, 2017",false
4870,Joshua Gillin,"Says ""Barcelona terrorist"" is cousins with former President Barack Obama.",Bloggers,"August 23, 2017",pants-fire
4871,Joshua Gillin,"""Rosa Parks’ daughter praises (President Donald) Trump’s response to Charlottesville.""",Bloggers,"August 23, 2017",pants-fire
4872,John Kruzel,"Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",Matthew Rosendale,"August 21, 2017",pants-fire
4873,Tyler Adkisson,"""White supremacist who killed protester is a Democrat and visited (President Barack) Obama in Oval Office.""",Bloggers,"August 21, 2017",pants-fire
4874,Joshua Gillin,Says there is proof Democrats hired actors to plan violence in Charlottesville.,Bloggers,"August 18, 2017",false
4875,Louis Jacobson,"White nationalist protesters in Charlottesville ""had a permit. The other group didn’t have a permit.""",Donald Trump,"August 17, 2017",pants-fire
4876,Joshua Gillin,"""The United States ended slavery around the world, and maybe we should get some credit for that, too.""",Tucker Carlson,"August 17, 2017",pants-fire
4877,Louis Jacobson,"""Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!""",Donald Trump,"August 17, 2017",pants-fire
4878,Amy Sherman,"Says Sen. Bill Nelson ""has aligned himself with communists and dictators,"" ""went to Venezuela to admire Chávez’s revolution"" and ""supports murderers.""",National Republican Senatorial Committee,"August 17, 2017",pants-fire
4879,Louis Jacobson,"Wages ""haven’t gone up for a long time.""",Donald Trump,"August 17, 2017",false
4880,Louis Jacobson,"""There are communities under Sharia law right now in our country. Up in Illinois. ... There’s Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",Roy Moore,"August 16, 2017",pants-fire
4881,Joshua Gillin,"""Whoopi Goldberg humiliated, handcuffed and dragged out of the TV studio.""",Bloggers,"August 16, 2017",pants-fire
4882,Matt Dietrich,"Chicago city officials ""have adopted an official policy of protecting criminal aliens who prey on their own residents.""",Jeff Sessions,"August 16, 2017",false
4883,Joshua Gillin,"""Charlottesville car attacker is anti-Trump Antifa supporter.""",PuppetStringNews.com,"August 14, 2017",pants-fire
4884,Joshua Gillin,"""Virginia police arrest wrong person to cover for Antifa member who ran over protesters.""",PuppetStringNews.com,"August 14, 2017",pants-fire
4885,Aaron Sharockman,"Emails show Democrats, Hillary Clinton and George Soros instigated and orchestrated racial protests in Charlottesville by trying to ""control"" and keep people ""desperate.""",Alex Jones,"August 14, 2017",pants-fire
4886,Louis Jacobson,"""Dwayne 'The Rock' (Johnson) Has Officially Filed For The 2020 Presidential Campaign""",Rearfront.com,"August 14, 2017",false
4887,Tom Kertscher,"On Foxconn deal, ""3,000 jobs cost #WI taxpayers more than $3 billion in tax giveaways. Break it down: more than $1 million in taxpayer dollars per job.""",Melissa Sargent,"August 11, 2017",false
4888,Louis Jacobson,"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",Sebastian Gorka,"August 10, 2017",pants-fire
4889,Manuela Tobias,"""Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition""",Bloggers,"August 10, 2017",pants-fire
4890,Miriam Valverde,"Tornado carries mobile home 130 miles, family inside unharmed.",Bloggers,"August 10, 2017",pants-fire
4891,Joshua Gillin,"""Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes.""",Viral image,"August 9, 2017",false
4892,Louis Jacobson,"""My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before.""",Donald Trump,"August 9, 2017",false
4893,Jon Greenberg,"Says President Donald ""Trump orders 13 Obama deep state operatives arrested for treason.""",Bloggers,"August 9, 2017",pants-fire
4894,Joshua Gillin,"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",Bloggers,"August 8, 2017",pants-fire
4895,Joshua Gillin,"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",Bloggers,"August 7, 2017",pants-fire
4896,Joshua Gillin,"""Kim Jong Un killed in (President Donald) Trump’s overnight black op attack on North Korea.""",Bloggers,"August 4, 2017",pants-fire
4897,Manuela Tobias,"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore.""",Donald Trump,"August 3, 2017",false
4898,Joshua Gillin,"""Hillary Clinton has third heart attack — docs says she ‘won’t survive’.""",Bloggers,"August 3, 2017",pants-fire
4899,Joshua Gillin,"Says a New York physician and his wife jumped to their deaths because they ""can’t afford"" Obamacare.",Bloggers,"August 3, 2017",false
4900,Joshua Gillin,"""A witness will testify against Hillary Clinton.""",Bloggers,"August 3, 2017",false
4901,Miriam Valverde,"""The border is down 78 percent. Under past administrations, the border didn’t go down -- it went up.""",Donald Trump,"August 3, 2017",false
